Date,Open,High,Low,Close,Volume,OpenInt
2015-11-30,32.532,32.862,32.419,32.739,23137707,0
2015-12-01,32.955,33.144,32.681,33.039,25022375,0
2015-12-02,33.039,33.34,32.775,32.794,19847383,0
2015-12-03,32.926,32.946,32.013,32.051,32000946,0
2015-12-04,32.116,32.984,32.013,32.897,26446235,0
2015-12-07,32.757,33.115,32.72,32.946,18832225,0
2015-12-08,32.645,32.907,32.41,32.72,14210598,0
2015-12-09,32.843,33.162,32.494,32.775,23947528,0
2015-12-10,32.814,33.011,32.635,32.739,18480577,0
2015-12-11,32.307,32.626,32.202,32.268,22570250,0
2015-12-14,32.37,32.465,31.901,32.455,20737805,0
2015-12-15,32.626,33.285,32.607,33.125,25877926,0
2015-12-16,33.293,33.399,32.739,33.237,24701164,0
2015-12-17,33.257,33.302,32.729,32.87,26512719,0
2015-12-18,32.7,32.72,31.883,31.891,43901925,0
2015-12-21,32.116,32.297,31.833,32.238,19124290,0
2015-12-22,32.351,32.748,32.268,32.7,19565009,0
2015-12-23,32.907,33.002,32.748,32.955,13303887,0
2015-12-24,33.02,33.199,32.917,32.936,6259553,0
2015-12-28,32.907,32.955,32.55,32.888,10035814,0
2015-12-29,32.965,33.511,32.965,33.369,15069118,0
2015-12-30,33.312,33.379,32.902,32.946,9553569,0
2015-12-31,32.785,32.917,32.429,32.437,13608677,0
2016-01-04,31.901,32.023,31.505,32.003,28121356,0
2016-01-05,31.976,32.013,31.569,31.853,16234499,0
2016-01-06,31.307,31.561,30.884,31.146,24889557,0
2016-01-07,30.393,31.079,29.98,29.98,36734204,0
2016-01-08,30.216,30.337,29.594,29.669,29972305,0
2016-01-11,29.951,30.337,29.83,30.187,29453494,0
2016-01-12,30.846,30.969,30.383,30.77,27772151,0
2016-01-13,30.846,31.006,29.97,30.046,35775994,0
2016-01-14,30.103,30.949,29.943,30.826,43888866,0
2016-01-15,27.993,28.718,27.728,28.021,79325125,0
2016-01-19,28.227,28.305,27.758,28.06,30670256,0
2016-01-20,27.636,28.123,27.504,27.861,39051139,0
2016-01-21,27.918,28.275,27.532,27.926,30707828,0
2016-01-22,28.359,28.472,27.787,28.178,25017074,0
2016-01-25,28.237,28.451,27.842,27.871,26733385,0
2016-01-26,27.881,28.295,27.881,28.192,25733554,0
2016-01-27,28.133,28.455,27.908,28.069,22530243,0
2016-01-28,28.265,28.417,28.011,28.219,21552871,0
2016-01-29,28.446,29.218,28.339,29.208,36656665,0
2016-02-01,28.924,29.301,28.85,29.019,18355649,0
2016-02-02,28.671,28.71,27.898,28.06,24068326,0
2016-02-03,28.229,28.229,27.09,27.869,43238340,0
2016-02-04,27.679,28.381,27.651,28.277,28917516,0
2016-02-05,28.096,28.267,27.459,27.582,26706626,0
2016-02-08,27.299,27.527,26.881,27.375,24914857,0
2016-02-09,27.061,27.684,26.985,27.366,23038953,0
2016-02-10,27.432,27.547,26.778,26.814,27605215,0
2016-02-11,26.434,26.985,26.292,26.805,27195113,0
2016-02-12,27.137,27.255,26.728,27.204,19870830,0
2016-02-16,27.309,27.499,26.937,27.337,29602893,0
2016-02-17,27.413,28.134,27.29,27.992,26871944,0
2016-02-18,28.051,28.267,27.907,27.944,19916310,0
2016-02-19,27.735,27.859,27.27,27.27,43023990,0
2016-02-22,27.651,28.06,27.547,27.879,23145416,0
2016-02-23,27.83,27.874,27.167,27.356,24204485,0
2016-02-24,27.09,27.83,26.952,27.726,20970010,0
2016-02-25,27.849,28.134,27.499,28.134,17383485,0
2016-02-26,28.381,28.573,28.21,28.307,19519033,0
2016-02-29,28.229,28.628,28.096,28.106,18887858,0
2016-03-01,28.43,28.999,28.257,28.847,26289517,0
2016-03-02,28.78,29.322,28.609,29.008,23009664,0
2016-03-03,29.57,29.778,29.008,29.046,26223619,0
2016-03-04,28.971,29.312,28.544,29.095,19772498,0
2016-03-07,29.056,29.56,28.971,29.389,19138245,0
2016-03-08,29.284,29.332,28.857,29.027,19315791,0
2016-03-09,29.284,29.482,29.131,29.317,14513715,0
2016-03-10,29.578,29.826,28.857,29.683,31146716,0
2016-03-11,30.083,30.197,29.949,30.167,22005942,0
2016-03-14,30.073,30.102,29.731,29.854,18359220,0
2016-03-15,29.769,30.064,29.502,30.064,17821415,0
2016-03-16,29.911,30.201,29.607,30.102,27686791,0
2016-03-17,30.167,30.556,30.112,30.376,24072415,0
2016-03-18,30.547,31.05,30.453,31.04,52570431,0
2016-03-21,30.615,30.794,30.348,30.719,22909695,0
2016-03-22,30.547,30.832,30.348,30.699,23372480,0
2016-03-23,30.842,30.842,30.376,30.394,19755998,0
2016-03-24,30.271,30.348,30.112,30.281,14962198,0
2016-03-28,30.271,30.394,30.034,30.3,11141981,0
2016-03-29,30.33,30.812,30.134,30.757,14950566,0
2016-03-30,30.822,31.109,30.668,31.07,15978950,0
2016-03-31,30.898,31.022,30.694,30.729,16038359,0
2016-04-01,30.651,30.842,30.491,30.822,17606524,0
2016-04-04,30.586,30.757,30.147,30.394,21148420,0
2016-04-05,30.29,30.509,30.127,30.3,19626707,0
2016-04-06,30.367,30.615,30.177,30.471,15237916,0
2016-04-07,30.29,30.3,29.778,29.968,22755817,0
2016-04-08,30.167,30.414,29.901,30.044,16848367,0
2016-04-11,30.3,30.719,30.073,30.083,19741614,0
2016-04-12,30.281,30.338,29.806,30.261,17128651,0
2016-04-13,30.367,30.566,30.348,30.518,19351209,0
2016-04-14,30.187,30.286,29.968,30.206,22036122,0
2016-04-15,30.197,30.286,29.806,29.882,28360321,0
2016-04-18,29.854,30.127,29.806,30.064,20382349,0
2016-04-19,30.112,30.216,29.826,30.014,28881595,0
2016-04-20,29.749,30.641,29.683,30.394,59104821,0
2016-04-21,30.338,30.453,30.216,30.367,27795349,0
2016-04-22,30.147,30.261,29.655,30.054,30400349,0
2016-04-25,29.787,29.921,29.63,29.816,18899562,0
2016-04-26,29.816,30.112,29.607,29.826,20818586,0
2016-04-27,29.683,30.206,29.625,30.157,19632964,0
2016-04-28,29.872,30.118,29.474,29.551,24761967,0
2016-04-29,29.312,29.322,28.59,28.761,36394632,0
2016-05-02,28.922,29.151,28.839,29.076,21589623,0
2016-05-03,28.885,29.027,28.582,28.839,27513225,0
2016-05-04,28.905,28.933,28.455,28.597,23624327,0
2016-05-05,28.616,28.76,28.502,28.645,19068625,0
2016-05-06,28.368,28.847,28.282,28.779,19454673,0
2016-05-09,28.819,28.905,28.511,28.551,16900232,0
2016-05-10,28.742,28.914,28.571,28.876,16726934,0
2016-05-11,28.895,28.976,28.714,28.799,15338840,0
2016-05-12,28.847,28.972,28.33,28.511,19949041,0
2016-05-13,28.607,28.933,28.589,28.655,19961348,0
2016-05-16,28.645,29.278,28.626,29.115,16920907,0
2016-05-17,29.288,29.288,28.607,28.723,25013697,0
2016-05-18,28.77,28.981,28.531,28.732,22171784,0
2016-05-19,28.521,28.675,28.262,28.387,21219959,0
2016-05-20,28.482,29.105,28.455,28.885,22155680,0
2016-05-23,28.963,29.204,28.866,28.963,17923942,0
2016-05-24,29.222,29.815,29.172,29.757,22577349,0
2016-05-25,29.891,30.246,29.844,30.074,16445169,0
2016-05-26,30.169,30.303,30.084,30.169,12755398,0
2016-05-27,30.274,30.323,30.129,30.246,12929898,0
2016-05-31,30.189,30.323,29.995,30.255,14481952,0
2016-06-01,30.293,30.389,30.149,30.332,17252222,0
2016-06-02,30.237,30.428,30.129,30.428,13964510,0
2016-06-03,30.408,30.408,30.079,30.293,14448607,0
2016-06-06,30.313,30.486,30.255,30.352,15321532,0
2016-06-07,30.418,30.676,30.371,30.542,19640462,0
2016-06-08,30.466,30.657,30.457,30.552,12343023,0
2016-06-09,30.352,30.657,30.352,30.601,10963044,0
2016-06-10,30.371,30.888,30.323,30.696,35973404,0
2016-06-13,30.706,31.137,30.696,30.83,21735459,0
2016-06-14,30.667,30.888,30.457,30.792,18431252,0
2016-06-15,30.897,30.906,30.264,30.284,22943968,0
2016-06-16,30.12,30.438,29.911,30.362,18252059,0
2016-06-17,30.398,30.476,30.149,30.428,24896758,0
2016-06-20,30.726,31.079,30.676,30.82,21658839,0
2016-06-21,30.906,31.017,30.745,30.965,14732279,0
2016-06-22,30.945,31.263,30.897,30.945,16062414,0
2016-06-23,31.214,31.617,31.139,31.607,21524888,0
2016-06-24,30.466,30.965,30.084,30.228,35061910,0
2016-06-27,30.094,30.094,29.163,29.433,34189495,0
2016-06-28,29.671,29.891,29.518,29.881,22869692,0
2016-06-29,30.035,30.637,29.995,30.592,19653786,0
2016-06-30,30.657,31.501,30.629,31.424,33966468,0
2016-07-01,31.271,31.506,31.109,31.377,16301501,0
2016-07-05,31.137,31.357,31.094,31.309,18682379,0
2016-07-06,31.424,31.617,31.022,31.587,19976722,0
2016-07-07,31.577,32.144,31.577,31.807,23233522,0
2016-07-08,32.238,32.574,32.095,32.574,22746442,0
2016-07-11,32.612,33.052,32.612,32.938,21825217,0
2016-07-12,33.062,33.504,33.033,33.474,27920964,0
2016-07-13,33.569,33.772,33.417,33.543,27195125,0
2016-07-14,33.658,33.82,33.494,33.722,25349390,0
2016-07-15,33.782,33.812,33.435,33.598,22816408,0
2016-07-18,33.703,33.722,33.484,33.579,17579886,0
2016-07-19,33.426,33.686,33.389,33.678,18809068,0
2016-07-20,33.82,34.423,33.589,34.194,38892951,0
2016-07-21,32.89,33.043,32.44,32.833,64037616,0
2016-07-22,32.938,33.245,32.823,33.206,33756815,0
2016-07-25,33.168,33.297,33.121,33.235,19991085,0
2016-07-26,33.292,33.752,33.245,33.618,26073968,0
2016-07-27,33.533,33.802,33.177,33.369,22471977,0
2016-07-28,33.369,33.369,33.072,33.311,19398807,0
2016-07-29,33.311,33.45,33.154,33.399,16268994,0
2016-08-01,33.359,33.445,33.111,33.389,17674528,0
2016-08-02,33.35,33.409,32.885,33.111,18316607,0
2016-08-03,32.917,33.091,32.812,33.062,17648248,0
2016-08-04,33.101,33.419,33.032,33.381,14547616,0
2016-08-05,33.592,33.912,33.497,33.767,18836638,0
2016-08-08,33.69,33.951,33.652,33.816,16105715,0
2016-08-09,33.824,33.942,33.632,33.708,12766484,0
2016-08-10,33.787,33.787,33.303,33.333,18997850,0
2016-08-11,33.458,33.536,33.293,33.477,16293110,0
2016-08-12,33.323,33.554,33.246,33.371,15751647,0
2016-08-15,33.497,33.942,33.428,33.699,18388860,0
2016-08-16,33.563,33.988,33.563,33.988,15650301,0
2016-08-17,33.951,33.988,33.563,33.807,16977594,0
2016-08-18,33.747,33.872,33.546,33.757,14592599,0
2016-08-19,33.632,34.047,33.531,34.018,16104470,0
2016-08-22,33.978,34.22,33.902,34.133,14746079,0
2016-08-23,34.268,34.453,34.077,34.173,17632890,0
2016-08-24,34.095,34.183,33.807,33.932,15989777,0
2016-08-25,33.834,33.998,33.687,33.872,12508250,0
2016-08-26,33.892,34.348,33.834,34.047,13421052,0
2016-08-29,34.248,34.433,33.932,34.318,13285723,0
2016-08-30,34.356,34.5,34.288,34.463,14637851,0
2016-08-31,34.383,34.654,34.348,34.645,18351582,0
2016-09-01,34.743,34.789,34.348,34.77,18250985,0
2016-09-02,34.954,35.069,34.704,34.829,15872988,0
2016-09-06,35.119,35.331,34.915,35.301,20600043,0
2016-09-07,35.38,35.38,35.119,35.196,18714459,0
2016-09-08,35.089,35.321,34.869,35.176,19645062,0
2016-09-09,34.849,35.129,34.212,34.212,24904070,0
2016-09-12,33.969,34.869,33.848,34.829,21167281,0
2016-09-13,34.509,34.635,34.095,34.374,22950776,0
2016-09-14,34.278,34.573,34.168,34.393,12714647,0
2016-09-15,34.5,35.38,34.308,35.301,21146115,0
2016-09-16,36.413,36.731,35.957,36.363,69473984,0
2016-09-19,36.383,36.702,35.804,35.872,28039443,0
2016-09-20,36.122,36.132,35.659,35.852,20869515,0
2016-09-21,35.919,36.161,35.581,36.152,18554935,0
2016-09-22,36.295,36.518,36.142,36.248,17209516,0
2016-09-23,36.152,36.345,35.832,35.901,16645979,0
2016-09-26,35.64,35.659,35.331,35.38,24058838,0
2016-09-27,35.62,35.929,35.36,35.891,18775690,0
2016-09-28,36.017,36.2,35.862,36.142,14847936,0
2016-09-29,36.19,36.228,35.717,36.026,17269235,0
2016-09-30,36.17,36.605,36.142,36.44,22454980,0
2016-10-03,36.383,36.633,36.228,36.354,13564370,0
2016-10-04,36.46,36.624,36.035,36.238,13493309,0
2016-10-05,36.44,36.981,36.335,36.673,20332516,0
2016-10-06,36.528,36.837,36.272,36.75,14061976,0
2016-10-07,36.76,36.895,36.47,36.778,15366962,0
2016-10-10,36.924,37.029,36.586,36.702,13402069,0
2016-10-11,36.596,36.682,35.545,35.977,26504278,0
2016-10-12,35.91,35.957,35.534,35.842,13260243,0
2016-10-13,35.572,35.842,35.196,35.688,15710186,0
2016-10-14,35.901,36.393,35.867,36.152,18631613,0
2016-10-17,36.248,36.409,35.953,35.997,14764381,0
2016-10-18,36.653,36.731,36.228,36.44,34394226,0
2016-10-19,34.819,34.839,34.008,34.278,74711945,0
2016-10-20,34.183,34.433,33.882,34.203,26131077,0
2016-10-21,33.988,34.173,33.602,33.932,20444909,0
2016-10-24,34.203,34.258,33.892,34.038,20743086,0
2016-10-25,33.922,34.028,33.797,33.882,16369787,0
2016-10-26,33.824,33.983,33.536,33.708,19578881,0
2016-10-27,33.882,34.008,33.546,33.602,14587230,0
2016-10-28,33.662,33.951,33.507,33.536,20480000,0
2016-10-31,33.708,33.863,33.632,33.662,19877945,0
2016-11-01,33.69,33.942,33.081,33.323,26279566,0
2016-11-02,33.401,33.69,33.276,33.401,22185783,0
2016-11-03,33.508,33.574,32.943,33.002,19945953,0
2016-11-04,32.612,33.002,32.505,32.69,22531431,0
2016-11-07,33.302,33.8,33.215,33.74,18805573,0
2016-11-08,33.654,33.993,33.546,33.79,14518966,0
2016-11-09,33.195,33.896,32.748,33.8,26120212,0
2016-11-10,33.993,33.993,33.094,33.555,28337785,0
2016-11-11,33.624,33.916,33.401,33.664,21341345,0
2016-11-14,33.614,33.78,33.265,33.537,23193754,0
2016-11-15,33.691,34.325,33.664,33.955,21257941,0
2016-11-16,33.946,33.963,33.594,33.876,14607996,0
2016-11-17,33.857,34.062,33.683,34.062,14505514,0
2016-11-18,33.946,34.042,33.691,33.993,13865497,0
2016-11-21,34.139,34.235,33.886,34.023,13927359,0
2016-11-22,34.217,34.528,34.149,34.509,20644090,0
2016-11-23,34.509,34.548,34.139,34.235,15685154,0
2016-11-25,34.149,34.481,34.149,34.471,5799027,0
2016-11-28,34.461,34.684,34.245,34.538,13406708,0
2016-11-29,34.664,34.664,34.305,34.345,19856174,0
2016-11-30,34.235,34.335,33.75,33.75,24977999,0
2016-12-01,33.906,33.973,32.641,32.837,28820213,0
2016-12-02,32.797,33.322,32.68,33.225,19874365,0
2016-12-05,33.371,33.478,33.034,33.448,13910249,0
2016-12-06,33.448,33.8,33.361,33.77,14246084,0
2016-12-07,33.72,34.597,33.508,34.528,20820231,0
2016-12-08,34.509,35.044,34.255,34.723,20010830,0
2016-12-09,34.771,34.917,34.617,34.781,16456736,0
2016-12-12,34.8,35.102,34.694,34.986,21954325,0
2016-12-13,35.024,35.881,34.946,35.793,32132484,0
2016-12-14,35.695,35.881,35.462,35.551,29205686,0
2016-12-15,35.735,36.143,35.531,35.783,23083802,0
2016-12-16,35.715,35.861,35.097,35.316,32642414,0
2016-12-19,35.345,35.939,35.278,35.881,18467431,0
2016-12-20,35.939,36.221,35.881,36.192,18642687,0
2016-12-21,36.23,36.323,35.9,35.967,12655013,0
2016-12-22,36.212,36.221,35.803,35.91,9482572,0
2016-12-23,35.919,35.967,35.764,35.957,5678241,0
2016-12-27,35.9,36.308,35.9,36.056,8603766,0
2016-12-28,36.085,36.182,35.578,35.627,12812075,0
2016-12-29,35.511,35.715,35.432,35.657,8338028,0
2016-12-30,35.783,35.793,35.209,35.278,17959537,0
2017-01-03,35.607,35.919,35.278,35.598,20222999,0
2017-01-04,35.705,35.763,35.345,35.422,13645938,0
2017-01-05,35.452,35.715,35.311,35.355,13525557,0
2017-01-06,35.462,35.677,35.199,35.481,14675406,0
2017-01-09,35.481,35.876,35.479,35.607,19287172,0
2017-01-10,35.551,35.919,35.531,35.541,15912541,0
2017-01-11,35.511,35.987,35.511,35.939,19166614,0
2017-01-12,35.822,35.822,35.326,35.705,20133796,0
2017-01-13,35.705,35.851,35.617,35.783,14527804,0
2017-01-17,35.667,35.822,35.588,35.793,19188225,0
2017-01-18,35.881,35.997,35.607,35.753,14409384,0
2017-01-19,35.511,35.9,35.511,35.569,12633160,0
2017-01-20,35.753,36.017,35.578,35.919,19630114,0
2017-01-23,36.056,36.192,35.551,35.763,26158866,0
2017-01-24,35.831,36.707,35.803,36.581,30880581,0
2017-01-25,36.834,36.96,36.488,36.765,30351433,0
2017-01-26,36.784,36.887,36.396,36.532,30257030,0
2017-01-27,36.96,37.398,36.774,36.941,45150587,0
2017-01-30,36.707,36.804,36.308,36.381,22263855,0
2017-01-31,36.202,36.348,35.637,35.813,26279321,0
2017-02-01,35.813,35.939,35.034,35.521,28517970,0
2017-02-02,35.268,35.695,35.209,35.677,31533681,0
2017-02-03,35.941,36.069,35.705,35.774,21476842,0
2017-02-06,35.764,35.764,35.412,35.53,19677030,0
2017-02-07,35.705,35.774,35.5,35.607,18410082,0
2017-02-08,35.597,35.902,35.403,35.637,20264817,0
2017-02-09,35.754,35.754,34.677,34.736,47483455,0
2017-02-10,34.54,34.707,34.128,34.618,44159732,0
2017-02-13,34.844,35.118,34.618,35.068,19716256,0
2017-02-14,35.108,35.226,34.804,35.196,21720083,0
2017-02-15,35.245,35.323,34.941,35.313,17928512,0
2017-02-16,35.44,35.814,35.363,35.667,20838072,0
2017-02-17,35.577,35.735,35.363,35.735,18322940,0
2017-02-21,35.784,35.902,35.587,35.774,18925883,0
2017-02-22,35.597,35.653,35.059,35.333,29712651,0
2017-02-23,35.5,35.558,35.166,35.43,19642434,0
2017-02-24,35.403,35.784,35.216,35.784,18290227,0
2017-02-27,35.677,35.931,35.53,35.764,13614381,0
2017-02-28,35.677,35.7,35.265,35.46,23633293,0
2017-03-01,35.118,35.363,34.717,35.196,33305425,0
2017-03-02,35.196,35.285,34.921,35.176,22942961,0
2017-03-03,35.206,35.348,34.941,35.166,17607929,0
2017-03-06,35.059,35.068,34.697,34.844,21814967,0
2017-03-07,34.814,35.068,34.662,35.068,21318954,0
2017-03-08,34.941,35.166,34.799,34.892,20966061,0
2017-03-09,34.874,35.206,34.774,35.088,23197551,0
2017-03-10,35.383,35.554,35.049,35.176,21015286,0
2017-03-13,34.951,35.303,34.225,34.442,54700263,0
2017-03-14,34.345,34.51,33.952,34.462,29182976,0
2017-03-15,34.225,34.452,33.971,34.382,28579881,0
2017-03-16,34.452,34.637,34.354,34.422,20025094,0
2017-03-17,34.589,34.609,34.382,34.55,27531269,0
2017-03-20,34.647,34.901,34.54,34.707,17683485,0
2017-03-21,34.864,34.874,34.285,34.325,23290285,0
2017-03-22,34.5,34.736,34.285,34.647,19543706,0
2017-03-23,34.764,34.764,34.305,34.55,21070753,0
2017-03-24,34.921,35.001,34.402,34.442,21779855,0
2017-03-27,34.354,34.774,34.225,34.667,16966283,0
2017-03-28,34.618,34.981,34.49,34.874,18114726,0
2017-03-29,34.794,34.971,34.712,34.844,17253341,0
2017-03-30,34.854,35.156,34.794,35.02,16138908,0
2017-03-31,35.02,35.51,35.011,35.333,19803435,0
2017-04-03,35.45,35.989,35.383,35.421,32681202,0
2017-04-04,35.383,35.632,35.255,35.54,17722968,0
2017-04-05,35.686,36.009,35.43,35.47,20760795,0
2017-04-06,35.393,35.545,35.293,35.293,18135451,0
2017-04-07,35.333,35.577,35.25,35.293,16016677,0
2017-04-10,35.285,35.353,34.884,35.068,16224273,0
2017-04-11,35.039,35.059,34.49,35.011,23185426,0
2017-04-12,35.138,35.275,34.774,34.901,16613357,0
2017-04-13,34.824,35.029,34.53,34.53,15214300,0
2017-04-17,34.717,34.864,34.609,34.754,11288501,0
2017-04-18,34.707,35.078,34.574,35.034,12236690,0
2017-04-19,35.235,35.48,35.156,35.176,16000845,0
2017-04-20,35.44,35.525,35.128,35.44,21804579,0
2017-04-21,35.46,35.677,35.118,35.577,19487457,0
2017-04-24,35.921,36.096,35.715,35.999,26557358,0
2017-04-25,36.019,36.244,35.912,36.116,22516432,0
2017-04-26,36.029,36.47,36.029,36.176,27800531,0
2017-04-27,36.116,36.735,36.029,36.665,40479042,0
2017-04-28,35.363,35.74,35.148,35.412,57953032,0
2017-05-01,35.373,35.657,35.206,35.568,25295494,0
2017-05-02,35.627,36.273,35.607,36.216,36295828,0
2017-05-03,36.237,36.681,36.138,36.493,22333141,0
2017-05-04,36.503,36.622,36.158,36.365,16654741,0
2017-05-05,36.375,36.444,36.02,36.336,18360734,0
2017-05-08,36.247,36.365,36,36.06,17862710,0
2017-05-09,36,36.266,35.803,35.892,18045672,0
2017-05-10,35.793,35.902,35.457,35.537,25438080,0
2017-05-11,35.437,35.527,34.988,35.221,21784379,0
2017-05-12,35.25,35.27,34.934,35.063,19913152,0
2017-05-15,35.067,35.245,34.954,35.161,22317808,0
2017-05-16,35.28,35.418,34.954,35.349,22587240,0
2017-05-17,35.201,35.516,34.559,34.579,26990640,0
2017-05-18,34.727,35.004,34.618,34.756,17400736,0
2017-05-19,34.688,35.082,34.668,34.934,18424105,0
2017-05-22,35.014,35.635,34.914,35.299,14807712,0
2017-05-23,35.399,35.517,35.092,35.389,17116765,0
2017-05-24,35.507,35.704,35.418,35.645,21097962,0
2017-05-25,35.645,35.912,35.585,35.783,13281809,0
2017-05-26,35.783,35.852,35.655,35.783,11187960,0
2017-05-30,35.793,35.96,35.615,35.704,13197491,0
2017-05-31,35.832,35.902,35.399,35.635,17989601,0
2017-06-01,35.645,35.655,35.329,35.645,17709338,0
2017-06-02,35.793,35.852,35.527,35.842,19350605,0
2017-06-05,35.823,36.02,35.724,35.862,11816665,0
2017-06-06,35.685,35.97,35.507,35.655,18632531,0
2017-06-07,35.655,36.089,35.625,35.783,17367873,0
2017-06-08,35.862,36.05,35.685,36,17275107,0
2017-06-09,36.02,36.08,34.846,35.24,33761733,0
2017-06-12,35.122,35.537,34.944,35.26,28867492,0
2017-06-13,35.211,35.477,35.063,35.408,20862565,0
2017-06-14,35.517,35.576,34.756,35.063,19379367,0
2017-06-15,34.747,35.014,34.678,34.846,20666680,0
2017-06-16,34.816,34.866,34.55,34.747,31106911,0
2017-06-19,35.142,35.142,34.856,35.043,21791142,0
2017-06-20,34.984,34.984,34.382,34.401,21819451,0
2017-06-21,33.878,34.145,33.642,34.125,27500191,0
2017-06-22,34.105,34.175,33.839,33.908,24183309,0
2017-06-23,33.76,34.095,33.647,33.74,29147455,0
2017-06-26,33.81,34.056,33.582,33.622,18902011,0
2017-06-27,33.552,33.696,33.207,33.207,27432100,0
2017-06-28,33.326,33.79,33.296,33.75,26280189,0
2017-06-29,33.474,33.652,32.901,33.099,25542493,0
2017-06-30,33.424,33.484,33.094,33.296,24755667,0
2017-07-03,33.069,33.582,32.991,33.019,12845849,0
2017-07-05,33.079,33.977,33.044,33.888,30408968,0
2017-07-06,33.672,33.839,33.119,33.187,20986485,0
2017-07-07,33.257,33.672,33.257,33.434,18121837,0
2017-07-10,32.813,33.296,32.793,33.202,30302434,0
2017-07-11,33.197,33.484,32.992,33.474,25915032,0
2017-07-12,33.829,33.938,33.494,33.8,24082026,0
2017-07-13,33.878,33.948,33.672,33.79,15246260,0
2017-07-14,34.027,34.253,33.815,34.223,16532564,0
2017-07-17,34.283,34.283,33.908,34.017,21323871,0
2017-07-18,33.977,34.125,33.8,34.076,14553738,0
2017-07-19,34.223,34.223,34.007,34.105,16880649,0
2017-07-20,34.085,34.382,34.022,34.293,17705093,0
2017-07-21,34.085,34.362,33.943,34.273,22484119,0
2017-07-24,34.273,34.343,33.928,34.046,16113889,0
2017-07-25,34.095,34.278,33.948,34.214,18316118,0
2017-07-26,34.243,34.51,34.135,34.293,15701666,0
2017-07-27,34.323,34.786,34.214,34.51,43497503,0
2017-07-28,34.668,35.389,34.54,34.846,36263707,0
2017-07-31,35.004,35.27,34.856,35.004,27375759,0
2017-08-01,35.191,35.951,35.102,35.872,39119868,0
2017-08-02,35.852,36.188,35.58,36.158,35418178,0
2017-08-03,36.337,36.377,35.939,36.277,26766200,0
2017-08-04,36.342,36.347,35.89,36.088,20635836,0
2017-08-07,36.178,36.337,36.009,36.218,18261570,0
2017-08-08,36.158,36.486,36.088,36.198,22937561,0
2017-08-09,36.069,36.446,35.81,36.377,22924454,0
2017-08-10,36.188,36.347,35.9,35.929,22768124,0
2017-08-11,36.049,36.188,35.581,35.661,19385091,0
2017-08-14,35.91,36.258,35.87,36.128,18567915,0
2017-08-15,36.088,36.108,35.606,35.79,21826963,0
2017-08-16,35.77,35.86,35.353,35.601,21976337,0
2017-08-17,35.393,35.472,34.965,34.965,19294146,0
2017-08-18,35.084,35.104,34.786,34.806,16324545,0
2017-08-21,34.886,35.074,34.498,34.717,26635330,0
2017-08-22,34.816,34.985,34.418,34.448,26246523,0
2017-08-23,34.339,34.607,34.18,34.458,19891536,0
2017-08-24,34.498,34.687,34.349,34.508,14366975,0
2017-08-25,34.617,34.726,34.379,34.468,14802056,0
2017-08-28,34.577,34.597,34.388,34.438,20829997,0
2017-08-29,34.309,34.548,34.254,34.528,15918980,0
2017-08-30,34.548,34.756,34.428,34.687,18672796,0
2017-08-31,34.736,34.975,34.667,34.866,16462420,0
2017-09-01,35.035,35.184,34.866,34.886,12896549,0
2017-09-05,34.816,35.124,34.726,34.816,19413155,0
2017-09-06,35.015,35.731,34.905,35.552,28204977,0
2017-09-07,35.671,35.741,35.124,35.333,16391947,0
2017-09-08,35.214,35.333,34.876,34.975,14207800,0
2017-09-11,35.283,35.79,34.935,35.562,19550999,0
2017-09-12,35.671,36.128,35.532,35.88,19603882,0
2017-09-13,35.79,36.188,35.76,36.118,15587746,0
2017-09-14,35.979,36.481,35.949,36.267,18173084,0
2017-09-15,36.337,36.864,36.009,36.784,33651549,0
2017-09-18,36.784,37.112,36.586,36.784,19403348,0
2017-09-19,36.983,37.078,36.804,37.013,23824389,0
2017-09-20,37.013,37.073,36.441,36.854,24056901,0
2017-09-21,36.774,37.053,36.635,36.983,23053674,0
2017-09-22,36.735,37.003,36.735,36.963,21756643,0
2017-09-25,36.834,37.013,36.635,36.943,23283393,0
2017-09-26,36.993,37.421,36.784,37.252,29933249,0
2017-09-27,37.401,37.47,36.884,37.321,26118284,0
2017-09-28,37.103,37.659,37.073,37.61,21284574,0
2017-09-29,37.62,37.928,37.48,37.858,23295409,0
2017-10-02,37.898,38.862,37.858,38.842,37573927,0
2017-10-03,38.723,39.469,38.723,39.151,34199527,0
2017-10-04,39.16,39.17,38.634,39.111,28520044,0
2017-10-05,39.27,39.419,38.982,39.3,17812554,0
2017-10-06,39.369,39.658,39.19,39.399,18994618,0
2017-10-09,39.449,39.648,39.29,39.628,18565114,0
2017-10-10,39.697,39.717,39.151,39.419,30055661,0
2017-10-11,39.25,39.439,38.832,39.071,30902558,0
2017-10-12,39.121,39.16,38.753,38.962,18641601,0
2017-10-13,39.21,39.578,39.051,39.439,16926870,0
2017-10-16,39.479,39.558,39.21,39.528,12559889,0
2017-10-17,39.33,39.633,39.141,39.558,15610958,0
2017-10-18,39.568,40.055,39.369,40.015,21547071,0
2017-10-19,39.648,40.095,39.598,39.856,19007308,0
2017-10-20,40.095,40.214,39.866,40.194,18418030,0
2017-10-23,40.314,40.801,40.16,40.592,28805679,0
2017-10-24,40.761,40.811,40.483,40.711,19517510,0
2017-10-25,40.652,40.816,40.254,40.542,24168497,0
2017-10-26,40.672,41.333,40.473,41.109,38205308,0
