Date,Open,High,Low,Close,Volume,OpenInt
2014-04-14,23.532,23.835,23.379,23.757,30140010,0
2014-04-15,23.71,23.997,23.577,23.944,50355677,0
2014-04-16,24.14,24.364,23.792,24.087,66002479,0
2014-04-17,23.989,24.294,23.961,24.186,42607634,0
2014-04-21,24.194,24.194,23.908,24.105,22806839,0
2014-04-22,24.069,24.131,23.845,24.006,33096201,0
2014-04-23,23.971,24.123,23.901,23.925,28600119,0
2014-04-24,23.98,24.115,23.826,23.925,28434563,0
2014-04-25,23.835,23.901,23.416,23.487,37582553,0
2014-04-28,23.407,23.603,23.263,23.551,37423353,0
2014-04-29,23.577,23.845,23.57,23.684,24760088,0
2014-04-30,23.542,23.882,23.454,23.873,28900552,0
2014-05-01,23.71,23.855,23.603,23.659,22087137,0
2014-05-02,23.757,23.826,23.613,23.623,27096853,0
2014-05-05,23.598,23.688,23.447,23.608,22989415,0
2014-05-06,23.598,23.798,23.457,23.635,24185644,0
2014-05-07,23.688,23.86,23.654,23.79,27372264,0
2014-05-08,23.744,23.933,23.654,23.763,26790482,0
2014-05-09,23.79,23.823,23.654,23.725,22529688,0
2014-05-12,23.823,23.942,23.725,23.79,22843995,0
2014-05-13,23.899,23.942,23.753,23.86,22752213,0
2014-05-14,23.899,23.923,23.753,23.753,19742088,0
2014-05-15,23.753,23.906,23.463,23.463,35196000,0
2014-05-16,23.471,23.518,23.221,23.292,33274453,0
2014-05-19,23.231,23.536,23.231,23.49,25140923,0
2014-05-20,23.471,23.608,23.347,23.49,24711776,0
2014-05-21,23.528,23.68,23.457,23.635,20752864,0
2014-05-22,23.644,23.697,23.528,23.59,17654767,0
2014-05-23,23.59,23.725,23.58,23.716,19041973,0
2014-05-27,23.753,24.123,23.618,24.096,30229875,0
2014-05-28,24.086,24.304,24.049,24.249,30096251,0
2014-05-29,24.275,24.322,24.105,24.322,22878551,0
2014-05-30,24.304,24.646,24.295,24.646,48375599,0
2014-06-02,24.638,24.672,24.466,24.592,22463864,0
2014-06-03,24.565,24.988,24.466,24.952,36865488,0
2014-06-04,24.817,25.042,24.808,24.899,23957775,0
2014-06-05,24.862,24.952,24.745,24.952,29426907,0
2014-06-06,25.06,25.45,25.016,25.413,38570536,0
2014-06-09,25.384,25.637,25.106,25.179,44266104,0
2014-06-10,25.123,25.558,25.007,25.475,37976906,0
2014-06-11,25.384,25.45,25.078,25.195,30760397,0
2014-06-12,25.123,25.348,25.051,25.222,34526594,0
2014-06-13,26.828,27.118,26.667,26.946,135443606,0
2014-06-16,26.811,27.199,26.766,27.071,40357668,0
2014-06-17,26.955,27.153,26.919,27.018,31527025,0
2014-06-18,26.955,27.045,26.766,27,38146507,0
2014-06-19,27.045,27.144,26.963,27.144,30114828,0
2014-06-20,27.125,27.244,27.091,27.244,44150059,0
2014-06-23,27.153,27.343,26.928,27.27,29408417,0
2014-06-24,27.208,27.811,27.144,27.515,59192536,0
2014-06-25,27.498,27.965,27.46,27.857,49099910,0
2014-06-26,27.792,27.876,27.614,27.768,29622515,0
2014-06-27,27.848,27.965,27.694,27.902,34115908,0
2014-06-30,27.848,27.965,27.659,27.876,23901246,0
2014-07-01,27.955,28.048,27.848,27.947,31304377,0
2014-07-02,27.955,28.01,27.786,27.947,18657507,0
2014-07-03,28.039,28.291,27.983,28.09,22655396,0
2014-07-07,28.048,28.146,27.895,27.993,24649200,0
2014-07-08,27.983,28.039,27.694,27.778,41695724,0
2014-07-09,27.82,27.947,27.684,27.867,31373544,0
2014-07-10,27.604,28.263,27.46,28.199,35977869,0
2014-07-11,28.199,28.371,28.003,28.193,22227372,0
2014-07-14,28.335,28.488,28.272,28.408,26875859,0
2014-07-15,28.488,28.686,28.109,28.605,67729922,0
2014-07-16,30.05,31.34,29.96,31.258,150627037,0
2014-07-17,30.853,30.998,30.337,30.4,78249893,0
2014-07-18,30.491,30.527,30.119,30.4,51578817,0
2014-07-21,30.265,30.88,30.256,30.727,35577327,0
2014-07-22,30.814,31.421,30.736,31.384,47576215,0
2014-07-23,31.285,31.312,30.942,31.124,28907272,0
2014-07-24,31.014,31.285,30.771,30.896,36780910,0
2014-07-25,30.806,31.006,30.609,30.896,35043559,0
2014-07-28,30.88,30.961,30.563,30.88,34333092,0
2014-07-29,30.915,31.006,30.754,30.843,28979493,0
2014-07-30,30.951,31.186,30.708,30.989,36340634,0
2014-07-31,30.771,30.896,30.5,30.573,39277065,0
2014-08-01,30.447,30.699,30.322,30.439,37104759,0
2014-08-04,30.483,30.754,30.265,30.717,30204992,0
2014-08-05,30.658,30.674,29.605,29.804,54891573,0
2014-08-06,29.596,30.139,29.415,29.833,30749514,0
2014-08-07,29.903,30.105,29.551,29.677,30636304,0
2014-08-08,29.768,29.968,29.551,29.605,39079019,0
2014-08-11,29.804,30.186,29.795,29.986,30527014,0
2014-08-12,29.885,30.105,29.677,30.087,27320661,0
2014-08-13,30.186,31.011,30.177,30.968,39954316,0
2014-08-14,30.92,31.085,30.638,30.82,28028206,0
2014-08-15,30.968,31.067,30.612,31.028,31471439,0
2014-08-18,31.113,31.302,30.849,31.248,29988392,0
2014-08-19,31.331,31.331,31.104,31.184,32245465,0
2014-08-20,31.057,31.34,31.037,31.331,29887528,0
2014-08-21,31.331,31.957,31.284,31.919,40923043,0
2014-08-22,31.947,31.966,31.701,31.73,23341578,0
2014-08-25,31.867,31.919,31.466,31.612,20497623,0
2014-08-26,31.673,31.828,31.502,31.603,21654115,0
2014-08-27,31.682,31.73,31.448,31.593,18905682,0
2014-08-28,31.43,31.612,31.43,31.466,20822229,0
2014-08-29,31.621,31.73,31.483,31.711,35573134,0
2014-09-02,31.565,31.701,31.266,31.393,35343023,0
2014-09-03,31.621,31.673,31.284,31.393,29367409,0
2014-09-04,31.355,31.867,31.348,31.692,30429791,0
2014-09-05,31.711,31.893,31.63,31.783,22950832,0
2014-09-08,31.748,32.292,31.673,32.084,27376218,0
2014-09-09,32.046,32.046,31.648,31.701,24594471,0
2014-09-10,31.648,31.902,31.483,31.801,21984329,0
2014-09-11,31.593,31.801,31.355,31.801,24171908,0
2014-09-12,31.692,31.701,31.331,31.439,29438512,0
2014-09-15,31.466,31.574,31.085,31.365,24708776,0
2014-09-16,31.311,31.857,31.302,31.72,22989157,0
2014-09-17,31.701,31.966,31.548,31.767,28938038,0
2014-09-18,31.893,31.938,31.657,31.938,26224302,0
2014-09-19,31.928,31.986,31.621,31.621,51592896,0
2014-09-22,31.583,31.81,31.375,31.52,28022684,0
2014-09-23,31.52,31.52,31.222,31.257,28290257,0
2014-09-24,31.239,31.648,31.213,31.557,20734294,0
2014-09-25,31.492,31.593,30.766,31.003,38150282,0
2014-09-26,31.122,31.204,30.54,31.113,28501294,0
2014-09-29,30.93,31.775,30.82,31.692,31933583,0
2014-09-30,31.692,31.783,31.248,31.621,38841517,0
2014-10-01,31.43,31.583,30.732,30.868,38639449,0
2014-10-02,30.84,30.877,30.204,30.442,36241283,0
2014-10-03,30.567,31.037,30.393,30.901,28449035,0
2014-10-06,31.011,31.311,30.758,30.976,26782720,0
2014-10-07,30.911,30.92,30.349,30.393,28600206,0
2014-10-08,30.412,31.213,30.097,31.122,38498677,0
2014-10-09,31.011,31.266,30.494,30.53,31040989,0
2014-10-10,29.622,29.841,27.697,28.977,89102604,0
2014-10-13,28.804,29.396,28.579,28.579,46374302,0
2014-10-14,29.051,29.668,28.795,29.188,75569706,0
2014-10-15,27.725,28.743,26.925,28.398,101646560,0
2014-10-16,28.053,28.614,27.923,28.015,52619624,0
2014-10-17,28.333,28.795,28.123,28.497,41298808,0
2014-10-20,28.19,28.787,28.061,28.677,33610149,0
2014-10-21,28.76,29.622,28.677,29.612,36646526,0
2014-10-22,29.659,29.849,29.26,29.304,29429925,0
2014-10-23,29.687,29.885,29.605,29.687,24506850,0
2014-10-24,29.713,30.267,29.577,30.129,30628795,0
2014-10-27,30.041,30.231,29.759,30.148,26155377,0
2014-10-28,30.177,30.648,30.177,30.638,24071925,0
2014-10-29,30.658,30.849,30.432,30.803,27106007,0
2014-10-30,30.494,30.521,29.425,29.586,60805272,0
2014-10-31,30.638,30.885,30.129,30.885,57360583,0
2014-11-03,30.703,31.311,30.684,31.155,31604945,0
2014-11-04,31.104,31.583,31.067,31.365,38200455,0
2014-11-05,31.125,31.168,30.712,30.86,37966597,0
2014-11-06,30.887,31.288,30.539,30.913,27613120,0
2014-11-07,31.06,31.079,30.337,30.694,30199740,0
2014-11-10,30.556,30.612,30.237,30.401,33531155,0
2014-11-11,30.493,30.658,30.337,30.448,21526506,0
2014-11-12,30.374,30.548,30.163,30.51,25013206,0
2014-11-13,30.484,30.95,30.475,30.785,28933815,0
2014-11-14,30.85,31.05,30.484,31.031,19804559,0
2014-11-17,30.913,31.307,30.86,31.298,19305306,0
2014-11-18,31.252,31.901,31.225,31.728,33558672,0
2014-11-19,31.708,31.799,31.307,31.398,23291167,0
2014-11-20,31.198,32.879,31.079,32.862,67819238,0
2014-11-21,32.888,33.327,32.449,32.533,62053011,0
2014-11-24,32.806,33.299,32.76,33.137,36451055,0
2014-11-25,33.235,33.345,33.043,33.198,31823769,0
2014-11-26,33.245,33.813,33.162,33.727,26324064,0
2014-11-28,33.856,34.451,33.766,34.049,20926883,0
2014-12-01,34.013,34.385,33.727,33.975,33803311,0
2014-12-02,33.984,34.369,33.984,34.369,31024261,0
2014-12-03,34.442,34.633,34.196,34.214,33543410,0
2014-12-04,34.187,34.239,33.856,34.239,25597537,0
2014-12-05,34.342,34.643,34.296,34.433,22453629,0
2014-12-08,34.239,34.487,33.766,34.003,30778834,0
2014-12-09,33.52,33.903,33.18,33.719,31165469,0
2014-12-10,33.756,33.837,33.18,33.291,30085210,0
2014-12-11,33.363,34.013,33.307,33.547,27447964,0
2014-12-12,33.317,33.658,33.108,33.108,32077845,0
2014-12-15,33.264,33.618,32.815,32.833,33512677,0
2014-12-16,32.743,33.363,32.505,32.505,34082672,0
2014-12-17,32.558,33.207,32.294,33.127,34605060,0
2014-12-18,33.618,33.837,33.299,33.837,35148451,0
2014-12-19,33.837,33.965,33.117,33.245,84004217,0
2014-12-22,33.264,34.058,33.264,34.013,31974759,0
2014-12-23,34.187,34.461,34.094,34.214,24253789,0
2014-12-24,34.221,34.369,33.984,34.221,13247565,0
2014-12-26,34.296,34.495,34.296,34.324,15356559,0
2014-12-29,34.231,34.296,33.975,33.984,13350498,0
2014-12-30,33.893,33.994,33.6,33.6,16644398,0
2014-12-31,33.483,33.856,33.172,33.172,22309288,0
2015-01-02,33.52,33.965,33.008,33.235,25824458,0
2015-01-05,33.088,33.317,32.852,32.862,35864084,0
2015-01-06,33.061,33.117,32.229,32.248,33746088,0
2015-01-07,32.523,32.97,32.239,32.923,30330992,0
2015-01-08,33.145,33.821,33.145,33.538,34749221,0
2015-01-09,33.61,33.922,33.274,33.6,24998273,0
2015-01-12,33.719,33.821,33.117,33.454,32161689,0
2015-01-13,33.756,34.268,33.172,33.363,34429489,0
2015-01-14,33.207,33.737,32.823,33.225,37468630,0
2015-01-15,33.354,33.709,32.933,33.079,51554031,0
2015-01-16,33.017,33.51,32.458,33.317,68711858,0
2015-01-20,32.999,33.327,32.508,32.99,37349897,0
2015-01-21,32.769,33.529,32.694,33.345,27507064,0
2015-01-22,33.418,33.821,33.033,33.737,29987629,0
2015-01-23,33.785,33.847,33.255,33.307,26685397,0
2015-01-26,33.043,33.18,32.513,32.733,33808591,0
2015-01-27,31.444,31.738,30.667,31.252,63947852,0
2015-01-28,31.508,31.718,30.821,30.878,39469187,0
2015-01-29,30.932,31.335,30.585,31.27,32347052,0
2015-01-30,30.795,31.07,30.163,30.201,42359348,0
2015-02-02,30.221,30.85,29.844,30.759,42368592,0
2015-02-03,30.878,31.125,29.81,30.804,39423631,0
2015-02-04,30.999,31.152,30.657,30.933,27212524,0
2015-02-05,31.007,31.292,30.795,31.245,22256469,0
2015-02-06,31.227,31.301,30.509,30.647,31871116,0
2015-02-09,30.38,30.601,30.077,30.317,31180583,0
2015-02-10,30.564,31.052,30.427,31.024,21941736,0
2015-02-11,30.999,31.08,30.674,30.888,19946838,0
2015-02-12,31.282,31.421,31.08,31.421,21786002,0
2015-02-13,31.484,31.643,31.245,31.633,19592690,0
2015-02-17,31.669,31.993,31.54,31.984,21043757,0
2015-02-18,31.9,31.955,31.477,31.54,21716637,0
2015-02-19,31.493,31.686,31.347,31.493,11967519,0
2015-02-20,31.43,31.825,31.219,31.677,22762123,0
2015-02-23,31.669,31.763,30.914,31.08,27769873,0
2015-02-24,30.942,31.753,30.85,31.677,32157689,0
2015-02-25,31.33,31.44,31.052,31.245,26814660,0
2015-02-26,30.951,31.191,30.777,30.979,28162810,0
2015-02-27,30.895,30.969,30.574,30.611,26532979,0
2015-03-02,30.647,31.421,30.491,31.354,27596937,0
2015-03-03,31.255,31.652,31.219,31.393,29688570,0
2015-03-04,31.171,31.677,31.042,31.411,24989347,0
2015-03-05,31.54,31.763,30.923,31.052,23055977,0
2015-03-06,30.879,31.007,30.455,30.556,35164443,0
2015-03-09,30.564,30.629,29.901,30.121,35909160,0
2015-03-10,29.681,29.838,28.999,29.184,54614048,0
2015-03-11,29.44,30.343,29.415,29.764,53967527,0
2015-03-12,28.548,29.092,28.019,28.053,116675159,0
2015-03-13,28.198,28.522,27.95,28.473,52089554,0
2015-03-16,28.473,28.641,28.217,28.383,35926429,0
2015-03-17,28.152,28.291,27.997,28.162,31734582,0
2015-03-18,27.997,28.724,27.896,28.438,43268653,0
2015-03-19,28.335,28.632,28.253,28.301,29777968,0
2015-03-20,28.532,29.109,28.473,28.825,70362342,0
2015-03-23,28.805,29.266,28.724,28.724,32254230,0
2015-03-24,28.686,28.835,28.301,28.344,30926213,0
2015-03-25,28.344,28.438,27.49,27.518,40940765,0
2015-03-26,27.159,27.987,26.984,27.692,49368996,0
2015-03-27,27.629,30.38,27.48,29.459,80225475,0
2015-03-30,29.147,29.553,28.815,28.964,55822689,0
2015-03-31,28.935,29.396,28.724,28.787,34866125,0
2015-04-01,28.65,28.835,28.217,28.364,34250819,0
2015-04-02,28.354,28.751,28.235,28.364,22712511,0
2015-04-06,28.364,28.769,28.033,28.577,23343935,0
2015-04-07,28.622,29.084,28.539,28.778,25262869,0
2015-04-08,28.751,29.055,28.593,28.825,19823808,0
2015-04-09,28.243,29.109,28.143,28.76,37110771,0
2015-04-10,28.844,29.406,28.844,29.396,30506386,0
2015-04-13,29.286,29.506,29.193,29.211,25514318,0
2015-04-14,29.166,29.406,28.787,28.99,43181754,0
2015-04-15,29.69,30.372,29.516,30.225,66313926,0
2015-04-16,30.243,30.372,30.097,30.26,31395351,0
2015-04-17,29.931,30.106,29.663,29.891,33231507,0
2015-04-20,30.05,30.188,29.947,30.13,22429719,0
2015-04-21,30.317,30.353,29.718,29.856,20662814,0
2015-04-22,29.838,30.121,29.486,30.106,22966502,0
2015-04-23,29.57,29.838,29.469,29.781,25825199,0
2015-04-24,29.838,29.901,29.478,29.534,24722363,0
2015-04-27,29.534,30.097,29.534,29.921,28100076,0
2015-04-28,29.773,30.417,29.671,30.398,32122713,0
2015-04-29,29.976,30.38,29.967,30.27,23700325,0
2015-04-30,30.114,30.243,29.728,29.967,23911379,0
2015-05-01,30.04,30.831,30.03,30.767,29427115,0
2015-05-04,30.657,30.84,30.584,30.777,23242154,0
2015-05-05,30.601,30.692,30.193,30.266,32114554,0
2015-05-06,30.135,30.405,29.608,29.876,34493622,0
2015-05-07,29.914,30.256,29.84,29.894,23140513,0
2015-05-08,30.144,30.489,29.989,30.414,29038236,0
2015-05-11,30.303,30.332,30.072,30.313,19798282,0
2015-05-12,30.082,30.135,29.672,29.904,26454001,0
2015-05-13,29.924,30.507,29.924,30.266,22076287,0
2015-05-14,30.47,30.721,30.386,30.572,22753600,0
2015-05-15,30.628,30.711,30.369,30.592,18494619,0
2015-05-18,30.582,30.981,30.461,30.981,25544375,0
2015-05-19,30.934,30.952,30.592,30.74,23582084,0
2015-05-20,30.656,31.064,30.61,30.942,23034962,0
2015-05-21,30.821,31.121,30.666,31.112,22937796,0
2015-05-22,31.034,31.074,30.896,31.017,22479788,0
2015-05-26,30.851,30.87,30.452,30.692,30835015,0
2015-05-27,30.785,31.389,30.721,31.259,32538915,0
2015-05-28,31.286,31.666,31.231,31.538,29186702,0
2015-05-29,31.751,32.222,31.722,31.954,46960490,0
2015-06-01,31.872,32.074,31.231,31.44,50399698,0
2015-06-02,31.164,31.296,30.731,30.851,39200914,0
2015-06-03,30.759,30.821,30.221,30.35,41129657,0
2015-06-04,30.144,30.34,29.859,29.961,36409604,0
2015-06-05,29.933,29.943,29.516,29.525,29957055,0
2015-06-08,29.496,29.625,28.94,29.023,41165137,0
2015-06-09,29.033,29.356,28.884,28.977,36639950,0
2015-06-10,29.172,29.812,29.09,29.506,35951289,0
2015-06-11,29.625,29.766,29.525,29.534,26198878,0
2015-06-12,29.395,29.766,28.931,29.042,34079015,0
2015-06-15,28.858,29.219,28.69,29.106,24992414,0
2015-06-16,29.004,29.44,28.867,29.339,21842871,0
2015-06-17,29.405,29.756,29.386,29.625,30405356,0
2015-06-18,29.746,30.135,29.672,30.024,29896448,0
2015-06-19,30.044,30.202,29.635,29.738,42067564,0
2015-06-22,29.914,30.024,29.746,29.914,25459911,0
2015-06-23,29.961,29.989,29.608,29.751,19407298,0
2015-06-24,29.775,29.812,29.562,29.59,25142206,0
2015-06-25,29.692,29.97,29.663,29.663,24526856,0
2015-06-26,29.219,29.236,28.524,28.763,67031829,0
2015-06-29,28.466,28.727,28.106,28.182,37954554,0
2015-06-30,28.431,28.458,27.957,28.203,37111009,0
2015-07-01,28.272,28.329,27.827,27.985,29310431,0
2015-07-02,27.985,28.671,27.911,28.336,29230952,0
2015-07-06,28.042,28.235,27.671,27.856,35014335,0
2015-07-07,27.698,27.753,26.974,27.726,47271400,0
2015-07-08,27.252,27.513,27.032,27.355,48770520,0
2015-07-09,27.559,27.716,26.723,26.826,50866979,0
2015-07-10,27.075,27.215,26.835,27.048,33888242,0
2015-07-13,27.151,27.652,27.066,27.568,28526845,0
2015-07-14,27.504,27.921,27.299,27.494,42894052,0
2015-07-15,27.494,27.809,27.327,27.531,51513497,0
2015-07-16,28.243,28.263,26.984,27.726,87532167,0
2015-07-17,27.504,27.633,26.984,27.327,47124627,0
2015-07-20,27.364,27.465,26.955,26.984,36464710,0
2015-07-21,26.974,27.132,26.584,26.632,48735041,0
2015-07-22,26.494,26.752,26.363,26.521,39240792,0
2015-07-23,26.575,26.863,26.363,26.512,36423944,0
2015-07-24,26.454,26.556,26.019,26.019,34100905,0
2015-07-27,26.028,26.354,25.611,26.287,45467517,0
2015-07-28,26.436,27.058,26.373,26.853,35784762,0
2015-07-29,26.844,27.012,26.696,26.901,28546130,0
2015-07-30,26.984,27.309,26.752,26.807,28667151,0
2015-07-31,27.003,27.003,26.678,26.844,29288646,0
2015-08-03,26.892,27.215,26.799,26.936,28267729,0
2015-08-04,26.873,27.032,26.762,27.012,27760517,0
2015-08-05,27.293,27.478,27.133,27.227,25265444,0
2015-08-06,27.263,27.33,26.964,27.123,29901844,0
2015-08-07,26.927,27.076,26.824,27.003,27386772,0
2015-08-10,27.18,27.75,27.171,27.712,24393341,0
2015-08-11,27.555,27.563,27.076,27.086,25411072,0
2015-08-12,26.797,27.649,26.797,27.546,35978714,0
2015-08-13,27.488,27.536,26.993,26.993,20130791,0
2015-08-14,27.041,27.152,26.945,27.133,15297323,0
2015-08-17,26.955,27.302,26.843,27.189,16629543,0
2015-08-18,27.066,27.162,26.927,27.032,20516575,0
2015-08-19,26.787,26.927,26.441,26.517,32653190,0
2015-08-20,26.207,26.403,25.739,25.739,34157392,0
2015-08-21,25.553,25.835,24.833,24.833,55924476,0
2015-08-24,23.563,25.835,23.253,24.543,89021931,0
2015-08-25,25.282,25.384,24.188,24.188,63500567,0
2015-08-26,24.786,25.563,24.385,25.524,50682014,0
2015-08-27,25.916,26.096,25.253,25.916,41337114,0
2015-08-28,25.87,26.75,25.665,26.571,46474010,0
2015-08-31,26.489,27.236,26.329,26.684,45350460,0
2015-09-01,26.096,26.339,25.862,26.011,47213706,0
2015-09-02,26.508,26.74,26.31,26.74,37026222,0
2015-09-03,26.927,27.508,26.824,27.189,41354761,0
2015-09-04,26.711,27.022,26.562,26.667,31142357,0
2015-09-08,27.096,27.58,27.066,27.58,29738477,0
2015-09-09,27.788,28.162,27.273,27.339,32914157,0
2015-09-10,27.283,27.731,27.022,27.367,26947911,0
2015-09-11,27.189,27.6,27.152,27.555,23301872,0
2015-09-14,27.555,27.609,27.199,27.478,25738501,0
2015-09-15,27.639,27.984,27.563,27.796,31892638,0
2015-09-16,27.694,27.853,27.488,27.834,27762820,0
2015-09-17,27.694,28.236,27.629,27.78,31877931,0
2015-09-18,27.32,27.508,26.935,27.133,64914074,0
2015-09-21,27.199,27.424,27.058,27.263,26115086,0
2015-09-22,26.806,27.022,26.629,26.806,30563413,0
2015-09-23,27.133,27.199,26.73,26.872,27790902,0
2015-09-24,26.534,26.806,26.057,26.629,35031660,0
2015-09-25,27.058,27.217,26.77,26.935,31222359,0
2015-09-28,26.815,27.45,26.779,26.891,45231838,0
2015-09-29,26.955,27.443,26.891,27.339,36545676,0
2015-09-30,27.639,28.347,27.619,28.182,43906470,0
2015-10-01,28.244,28.313,27.546,28.051,31907399,0
2015-10-02,27.74,28.537,27.609,28.527,29841688,0
2015-10-05,28.732,29.339,28.574,29.181,37263314,0
2015-10-06,29.133,29.779,29.088,29.676,38000895,0
2015-10-07,29.92,30.312,29.658,30.215,39498218,0
2015-10-08,30.133,30.481,29.9,30.405,29727460,0
2015-10-09,30.265,30.434,29.863,30.051,25879681,0
2015-10-12,30.069,30.22,29.92,30.116,20099989,0
2015-10-13,29.947,30.369,29.9,29.957,38063463,0
2015-10-14,29.349,30.789,28.845,30.667,81236770,0
2015-10-15,30.753,30.91,30.35,30.622,40251849,0
2015-10-16,30.622,31.04,30.369,30.892,31413807,0
2015-10-19,30.743,31.434,30.734,31.406,40240438,0
2015-10-20,31.228,31.504,31.143,31.266,26114062,0
2015-10-21,31.481,31.835,31.152,31.201,34230869,0
2015-10-22,31.509,32.257,31.406,32.164,42324514,0
2015-10-23,32.295,32.753,32.164,32.631,45772714,0
2015-10-26,32.509,32.686,32.305,32.34,24221678,0
2015-10-27,32.173,32.305,32.079,32.227,24203818,0
2015-10-28,32.227,32.452,31.902,32.452,23431824,0
2015-10-29,31.977,32.06,31.573,31.817,22808067,0
2015-10-30,31.884,32.06,31.659,31.659,26411029,0
2015-11-02,31.538,32.051,31.453,31.892,23255117,0
2015-11-03,31.789,32.173,31.772,32.079,19430384,0
2015-11-04,32.268,32.268,31.919,32.156,22050544,0
2015-11-05,32.107,32.202,31.761,32.013,17509111,0
2015-11-06,31.947,31.986,31.458,31.863,25172506,0
2015-11-09,31.638,31.853,31.146,31.402,25668635,0
2015-11-10,31.232,31.326,30.893,31.27,23844932,0
2015-11-11,31.222,31.43,30.884,30.94,21097491,0
2015-11-12,30.799,30.998,30.498,30.506,24709132,0
2015-11-13,30.383,30.488,30.094,30.234,25142238,0
2015-11-16,30.216,30.375,30.065,30.225,31755150,0
2015-11-17,30.27,30.959,30.138,30.734,24041094,0
2015-11-18,30.816,31.298,30.714,31.222,19775228,0
2015-11-19,31.279,32.7,31.194,32.297,48197848,0
2015-11-20,32.465,33.227,32.465,32.635,43690682,0
2015-11-23,32.635,32.814,32.4,32.465,21403470,0
2015-11-24,32.324,32.429,31.919,32.351,22742409,0
2015-11-25,32.258,32.71,32.146,32.437,19052708,0
2015-11-27,32.522,32.654,32.39,32.446,7031684,0
